,domain,question,context,answer_text,span_start,span_end
27,wiki,Quando o SBT foi fundado?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",19 de agosto de 1981,103,123
28,wiki,Qual era o nome do canal 11 do Rio de Janeiro antes do SBT ser formado?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",TVS,1052,1055
31,wiki,Qual empresa de cosméticos é controlada pelo Grupo Silvio Santos?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",Jequiti Cosméticos,1461,1479
33,wiki,Qual rede foi formada a partir das concessões cassadas da extinta Rede Tupi?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",SBT,34,37
34,wiki,Quando foi fundado o Sistema Brasileiro de Televisão (SBT)?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",em 19 de agosto de 1981,100,123
37,wiki,Quantas emissoras afiliadas o SBT possui atualmente?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",114 emissoras afiliadas,1594,1617
40,wiki,Em que dia o SBT foi fundado?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",19 de agosto de 1981,103,123
41,wiki,Como o SBT foi criado?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando",a partir de algumas concessões cassadas da extinta Rede Tupi,322,382
42,wiki,Quais concessões deram origem ao SBT?,"Sistema Brasileiro de Televisão ( SBT ) é uma rede de televisão comercial aberta brasileira fundada em 19 de agosto de 1981 pelo empresário e animador de televisão Silvio Santos. A emissora surgiu após uma concorrência pública feita pelo Governo Federal para a criação de duas novas redes de televisão, sendo o SBT criado a partir de algumas concessões cassadas da extinta Rede Tupi, sendo estas a de São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém ( as antigas concessões da rede Tupi em Belo Horizonte, Fortaleza, Rio de Janeiro, Recife, além da antiga concessão da matriz da Rede Excelsior em São Paulo, deram origem a Rede Manchete, antecessora da RedeTV! ). A rede foi fundada no mesmo dia em que o contrato de concessão foi assinado, sendo que o ato foi transmitido ao vivo pela emissora, fazendo com que esse fosse o seu primeiro programa exibido. Antes de adquirir as concessões das três emissoras que formariam o SBT, o Grupo Silvio Santos já tinha desde 1976 a concessão do canal 11 do Rio de Janeiro, conhecido como TVS, o que foi um passo fundamental para dar vida ao SBT. Além do SBT, o Grupo Silvio Santos também é formado por outras empresas de grande sucesso como SBT Filmes ( empresa cinematográfica ), SBT Music ( gravadora musical ), SBT Vídeos ( vídeos na internet ), SBT Licensing ( licenciadora de marcas ), Liderança Capitalização ( responsável pela emissão do título de capitalização conhecido como Tele Sena ), Jequiti Cosméticos ( empresa de cosméticos ), Hotel Jequitimar ( hotelaria ), entre outras. É a maior rede de televisão do país, com 114 emissoras afiliadas, a no ranking mundial de 2012 e atualmente, a mais vista do país em audiência. Durante grande parte de sua existência, ocupou a vice - liderança no ranking de audiência, exceto por dois períodos quando","São Paulo ( antiga matriz da Rede Tupi ), a de Porto Alegre e a de Belém",401,473
44,wiki,Qual é o termo para uma preparação biológica que fornece imunidade adquirida ativa para uma doença específica?,"Vacina é uma preparação biológica que fornece imunidade adquirida ativa para uma doença particular. Uma vacina tipicamente contém um agente que se assemelha a um microrganismo causador de doenças e é muitas vezes feita de formas enfraquecidas ou mortas do micróbio, das suas toxinas ou de uma das suas proteínas de superfície. O agente estimula o sistema imunológico do corpo a reconhecê - lo como uma ameaça, destruí - lo e a manter um registro seu ( memória imunológica ) para que possa mais facilmente reconhecer e destruir qualquer um desses microrganismos que mais tarde encontre. As vacinas podem ser profilácticas ( exemplo : para prevenir ou melhorar os efeitos de uma futura infecção por qualquer patógeno natural ou "" selvagem "" ), ou terapêuticas ( por exemplo, vacinas contra o câncer estão a ser pesquisadas ). A administração de vacinas é chamada vacinação e sua eficácia tem sido amplamente estudada e verificada ; por exemplo, a vacina contra a gripe, a vacina contra o HPV e a vacina contra a varicela. A vacinação é o método mais eficaz de prevenção de doenças infecciosas, e a imunidade generalizada devido à vacinação é amplamente responsável pela erradicação mundial da varíola e pela restrição de doenças como poliomielite, sarampo e tétano em grande parte do mundo. A Organização Mundial de Saúde ( OMS ) relata que vacinas licenciadas estão atualmente disponíveis para prevenir ou contribuir para a prevenção e controle de 25 infecções. Os termos "" vacina "" e "" vacinação "" são derivados de Variolae vaccinae ( varíola da vaca ), o termo inventado por Edward Jenner para denotar a varíola bovina. Em 1881, para homenagear Jenner, Louis Pasteur propôs que os termos fossem",Vacina,0,6
45,wiki,O que significa uma vacina profilática?,"Vacina é uma preparação biológica que fornece imunidade adquirida ativa para uma doença particular. Uma vacina tipicamente contém um agente que se assemelha a um microrganismo causador de doenças e é muitas vezes feita de formas enfraquecidas ou mortas do micróbio, das suas toxinas ou de uma das suas proteínas de superfície. O agente estimula o sistema imunológico do corpo a reconhecê - lo como uma ameaça, destruí - lo e a manter um registro seu ( memória imunológica ) para que possa mais facilmente reconhecer e destruir qualquer um desses microrganismos que mais tarde encontre. As vacinas podem ser profilácticas ( exemplo : para prevenir ou melhorar os efeitos de uma futura infecção por qualquer patógeno natural ou "" selvagem "" ), ou terapêuticas ( por exemplo, vacinas contra o câncer estão a ser pesquisadas ). A administração de vacinas é chamada vacinação e sua eficácia tem sido amplamente estudada e verificada ; por exemplo, a vacina contra a gripe, a vacina contra o HPV e a vacina contra a varicela. A vacinação é o método mais eficaz de prevenção de doenças infecciosas, e a imunidade generalizada devido à vacinação é amplamente responsável pela erradicação mundial da varíola e pela restrição de doenças como poliomielite, sarampo e tétano em grande parte do mundo. A Organização Mundial de Saúde ( OMS ) relata que vacinas licenciadas estão atualmente disponíveis para prevenir ou contribuir para a prevenção e controle de 25 infecções. Os termos "" vacina "" e "" vacinação "" são derivados de Variolae vaccinae ( varíola da vaca ), o termo inventado por Edward Jenner para denotar a varíola bovina. Em 1881, para homenagear Jenner, Louis Pasteur propôs que os termos fossem","para prevenir ou melhorar os efeitos de uma futura infecção por qualquer patógeno natural ou "" selvagem """,633,738
53,wiki,Como é chamada a administração de vacinas?,"Vacina é uma preparação biológica que fornece imunidade adquirida ativa para uma doença particular. Uma vacina tipicamente contém um agente que se assemelha a um microrganismo causador de doenças e é muitas vezes feita de formas enfraquecidas ou mortas do micróbio, das suas toxinas ou de uma das suas proteínas de superfície. O agente estimula o sistema imunológico do corpo a reconhecê - lo como uma ameaça, destruí - lo e a manter um registro seu ( memória imunológica ) para que possa mais facilmente reconhecer e destruir qualquer um desses microrganismos que mais tarde encontre. As vacinas podem ser profilácticas ( exemplo : para prevenir ou melhorar os efeitos de uma futura infecção por qualquer patógeno natural ou "" selvagem "" ), ou terapêuticas ( por exemplo, vacinas contra o câncer estão a ser pesquisadas ). A administração de vacinas é chamada vacinação e sua eficácia tem sido amplamente estudada e verificada ; por exemplo, a vacina contra a gripe, a vacina contra o HPV e a vacina contra a varicela. A vacinação é o método mais eficaz de prevenção de doenças infecciosas, e a imunidade generalizada devido à vacinação é amplamente responsável pela erradicação mundial da varíola e pela restrição de doenças como poliomielite, sarampo e tétano em grande parte do mundo. A Organização Mundial de Saúde ( OMS ) relata que vacinas licenciadas estão atualmente disponíveis para prevenir ou contribuir para a prevenção e controle de 25 infecções. Os termos "" vacina "" e "" vacinação "" são derivados de Variolae vaccinae ( varíola da vaca ), o termo inventado por Edward Jenner para denotar a varíola bovina. Em 1881, para homenagear Jenner, Louis Pasteur propôs que os termos fossem",vacinação,861,870
54,wiki,Qual organização supervisiona a administração de vacinas?,"Vacina é uma preparação biológica que fornece imunidade adquirida ativa para uma doença particular. Uma vacina tipicamente contém um agente que se assemelha a um microrganismo causador de doenças e é muitas vezes feita de formas enfraquecidas ou mortas do micróbio, das suas toxinas ou de uma das suas proteínas de superfície. O agente estimula o sistema imunológico do corpo a reconhecê - lo como uma ameaça, destruí - lo e a manter um registro seu ( memória imunológica ) para que possa mais facilmente reconhecer e destruir qualquer um desses microrganismos que mais tarde encontre. As vacinas podem ser profilácticas ( exemplo : para prevenir ou melhorar os efeitos de uma futura infecção por qualquer patógeno natural ou "" selvagem "" ), ou terapêuticas ( por exemplo, vacinas contra o câncer estão a ser pesquisadas ). A administração de vacinas é chamada vacinação e sua eficácia tem sido amplamente estudada e verificada ; por exemplo, a vacina contra a gripe, a vacina contra o HPV e a vacina contra a varicela. A vacinação é o método mais eficaz de prevenção de doenças infecciosas, e a imunidade generalizada devido à vacinação é amplamente responsável pela erradicação mundial da varíola e pela restrição de doenças como poliomielite, sarampo e tétano em grande parte do mundo. A Organização Mundial de Saúde ( OMS ) relata que vacinas licenciadas estão atualmente disponíveis para prevenir ou contribuir para a prevenção e controle de 25 infecções. Os termos "" vacina "" e "" vacinação "" são derivados de Variolae vaccinae ( varíola da vaca ), o termo inventado por Edward Jenner para denotar a varíola bovina. Em 1881, para homenagear Jenner, Louis Pasteur propôs que os termos fossem",OMS,1322,1325
60,wiki,Qual é um termo para uma preparação biológica que fornece imunidade para uma doença particular?,"Vacina é uma preparação biológica que fornece imunidade adquirida ativa para uma doença particular. Uma vacina tipicamente contém um agente que se assemelha a um microrganismo causador de doenças e é muitas vezes feita de formas enfraquecidas ou mortas do micróbio, das suas toxinas ou de uma das suas proteínas de superfície. O agente estimula o sistema imunológico do corpo a reconhecê - lo como uma ameaça, destruí - lo e a manter um registro seu ( memória imunológica ) para que possa mais facilmente reconhecer e destruir qualquer um desses microrganismos que mais tarde encontre. As vacinas podem ser profilácticas ( exemplo : para prevenir ou melhorar os efeitos de uma futura infecção por qualquer patógeno natural ou "" selvagem "" ), ou terapêuticas ( por exemplo, vacinas contra o câncer estão a ser pesquisadas ). A administração de vacinas é chamada vacinação e sua eficácia tem sido amplamente estudada e verificada ; por exemplo, a vacina contra a gripe, a vacina contra o HPV e a vacina contra a varicela. A vacinação é o método mais eficaz de prevenção de doenças infecciosas, e a imunidade generalizada devido à vacinação é amplamente responsável pela erradicação mundial da varíola e pela restrição de doenças como poliomielite, sarampo e tétano em grande parte do mundo. A Organização Mundial de Saúde ( OMS ) relata que vacinas licenciadas estão atualmente disponíveis para prevenir ou contribuir para a prevenção e controle de 25 infecções. Os termos "" vacina "" e "" vacinação "" são derivados de Variolae vaccinae ( varíola da vaca ), o termo inventado por Edward Jenner para denotar a varíola bovina. Em 1881, para homenagear Jenner, Louis Pasteur propôs que os termos fossem",Vacina,0,6
